,q_day
1988/6/10,38.70000076
1988/6/26,4.480000019
1988/9/5,1630.0
1988/9/21,589.0
1988/11/8,641.0
1989/4/10,33.90000153
1989/5/3,510.0
1989/5/28,267.0
1989/9/1,1650.0
1989/10/3,2790.0
1989/10/26,607.0
1990/6/16,676.0
1990/8/10,1030.0
1990/9/20,1110.0
1990/10/13,249.0
1990/10/29,764.0
1991/4/7,59.90000153
1991/4/23,594.0
1991/5/9,447.0
1991/7/5,71.80000305
1991/9/7,511.0
1991/9/23,788.0
1991/9/30,144.0
1991/10/25,81.19999695
1992/4/18,116.0
1992/5/20,137.0
1992/9/25,1280.0
1992/10/18,857.0
1993/5/14,285.0
1993/5/23,213.0
1993/7/10,164.0
1993/8/18,1930.0
1993/8/27,2090.0
1993/9/3,1780.0
1993/10/5,123.0
1993/10/21,1210.0
1994/4/15,107.0
1994/4/24,1260.0
1994/5/17,18.0
1994/7/20,1390.0
1994/8/30,1400.0
1994/9/6,2370.0
1994/9/22,742.0
1994/10/24,643.0
1994/11/2,418.0
1995/4/27,144.0
1995/10/4,50.40000153
1995/10/11,579.0
1996/9/20,1250.0
1996/10/22,444.0
1996/10/29,387.0
1997/4/23,16.29999924
1997/5/25,100.0
