,q_day
1988/4/26,487.0
1988/5/19,141.0
1988/6/13,372.0
1988/6/20,170.0
1988/9/8,919.0
1989/5/22,149.0
1989/5/31,136.0
1989/6/16,355.0
1989/7/9,371.0
1989/8/3,1280.0
1989/8/26,1920.0
1989/9/11,2570.0
1989/9/27,2160.0
1989/10/6,1020.0
1989/10/13,615.0
1990/4/16,834.0
1990/5/18,476.0
1990/5/25,886.0
1990/6/3,849.0
1990/6/10,915.0
1990/7/5,585.0
1990/7/12,808.0
1990/7/21,674.0
1990/8/13,1280.0
1990/8/22,1640.0
1990/8/29,812.0
1990/10/16,191.0
1991/4/26,531.0
1991/5/12,157.0
1991/5/21,122.0
1991/6/22,221.0
1991/6/29,258.0
1991/7/8,173.0
1991/7/31,910.0
1991/10/12,113.0
1992/4/21,330.0
1992/5/23,82.80000305
1992/5/30,236.0
1992/6/8,493.0
1992/6/15,427.0
1992/6/24,164.0
1992/9/3,621.0
1992/9/12,287.0
1992/9/28,429.0
1993/4/15,722.0
1993/4/24,597.0
1993/5/1,558.0
1993/5/10,140.0
1993/5/17,66.19999695
1993/6/2,36.09999847
1993/6/18,148.0
1993/7/20,714.0
1993/9/22,775.0
1994/4/27,586.0
1994/5/13,97.90000153
1994/5/29,79.80000305
1994/8/24,1020.0
1994/9/9,734.0
1994/9/18,920.0
1995/4/21,693.0
1995/6/1,189.0
1995/6/8,92.5
1995/6/24,91.5
1995/7/3,184.0
1995/7/26,1400.0
1995/8/4,430.0
1995/9/21,969.0
1995/10/14,317.0
1996/4/23,698.0
1996/5/9,218.0
1996/5/25,59.90000153
1996/6/10,287.0
1996/7/5,34.59999847
1996/7/21,688.0
1996/8/29,1070.0
1996/10/9,205.0
1997/4/26,321.0
1997/5/5,114.0
1997/5/21,37.70000076
1997/6/13,119.0
1997/6/22,39.29999924
1997/7/8,121.0
1997/7/24,200.0
1997/8/9,462.0
1997/8/25,1270.0
1997/9/26,460.0
1997/10/19,97.5
1997/11/4,33.79999924
